07:10 HC 2024-07-08
codigo_postal,direccion_fisica,tipo_envio,forma_pago
04090,Atlantico #999.,5,2
5526X0,Revolucion 2024.,3,2
48X423,Atlantico 1357.,1,2
70253-609,Oscar Freire 2468.,3,1
8337784,Revolucion 456.,0,1
17486,Del $ol 456.,3,2
8556541,AMerica 123.,3,1
102053,San Martin 123.,0,1
5582,Pacifico 456.,3,1
033211,Revolucion #999.,3,1
2150,San Martin 2468.,5,2
16157,AMerica 2468.,5,2
874401,Independencia 1357.,5,1
581058,Revolucion 987.,1,2
53840,Los Andes 2024.,5,1
790740,Atlantico 1357.,2,1
000X20,Independencia 987.,5,1
0576,Bolivar 123.,4,1
8076,Libertad 456.,4,1
01817,Los Andes #999.,1,2
O9083ULJ,Del $ol 1357.,5,2
1287,Independencia #999.,2,1
525118,Bolivar 987.,5,1
14406-875,Das Flores #999.,6,2
9582007,Del $ol 456.,1,2
75489,Pacifico 987.,5,1
02202,Del $ol #999.,6,2
7407,Del $ol 456.,1,1
4865,San Martin 2024.,0,1
P2007EEY,Libertad 2468.,5,2
8805,Independencia 123.,0,2
25153,Del $ol 987.,4,1
T1310WZC,San Martin 123.,0,1
34637-744,Das Pedras 2468.,4,1
728011,Del $ol 123.,5,2
335322,Bolivar 123.,1,2
07209-064,Das Flores 123.,2,2
009630,Atlantico 2024.,5,1
7096,Bolivar 1357.,5,2
20872,Libertad 2468.,4,1
65073,Pacifico 2468.,5,1
U0096BZU,Los Andes 456.,2,2
9255121,Independencia 2468.,6,2
2003X9,Los Andes #999.,6,2
31864-076,Paulista 2468.,5,1
490994,Bolivar 2024.,3,2
06501,Atlantico 987.,0,2
5X650-024,Bra$il 2024.,3,2
66X80,San Martin 987.,6,2
7979X-829,Ouvidor 2468.,0,2
Q6001MFB,Bolivar 456.,2,2
P2336SEH,Bolivar 2024.,0,1
9483,Independencia 1357.,6,1
3068126,AMerica 987.,0,2
7270,Bolivar 1357.,4,1
X16923,San Martin 1357.,0,2
00974-019,Rio Branco #999.,6,1
Q8005FIV,Pacifico 123.,5,1
828300,Pacifico 2468.,6,2
09591-000,Ouvidor 2468.,4,2
0421471,Revolucion 987.,4,2
24690-307,Das Pedras 123.,0,1
22299,Atlantico 2468.,3,2
8173,AMerica 123.,1,2
K5446KDT,Pacifico 1357.,6,1
0435,Independencia 2024.,2,1
1600692,Independencia 1357.,3,2
X40813,AMerica #999.,6,2
N5816ACW,Libertad 2468.,0,2
8031007,Bolivar 987.,5,2
6080596,Independencia 2024.,3,2
57366,Revolucion 2024.,0,1
18740,Pacifico 2024.,6,1
4610136,Libertad #999.,1,1
19197-273,Das Flores 1357.,3,2
083XX00,Revolucion 987.,1,2
7059186,Libertad 123.,0,2
U0887HKR,San Martin 1357.,0,1
920885,Del $ol 2468.,0,1
S4359YBO,Revolucion 123.,5,2
1308,Pacifico 123.,6,2
3884093,Libertad 2468.,3,2
0874712,Libertad 987.,4,2
91X8X86,Independencia 2468.,5,2
671138,AMerica 456.,4,1
01522-040,Oscar Freire 456.,1,2
Z8895NCT,Los Andes 456.,5,1
2162,Del $ol 2024.,4,1
614893,Bolivar 987.,5,1
8905253,Pacifico 1357.,1,1
46009,Bolivar 123.,2,2
30767,Del $ol 2024.,5,1
L1013RFS,Del $ol 1357.,6,2
1022879,AMerica 456.,6,2
076955,Independencia 987.,1,1
5609,Libertad 123.,2,1
696118,AMerica 2024.,4,2
4524,Del $ol 1357.,0,2
41033-0X3,Das Flores #999.,5,1
25805,San Martin 123.,5,2
9X036,San Martin 2024.,6,2
2573105,Libertad 456.,6,1
01902,Del $ol #999.,6,1
M1012JZM,Libertad 987.,1,1
V6588KYS,Pacifico 1357.,5,1
V4840AVC,Independencia 2024.,6,2
62501,Bolivar 987.,5,1
99115,Revolucion 987.,5,1
75520,Del $ol 123.,6,1
61257-32X,Rio Branco 2024.,4,1
M2506PKX,Bolivar 456.,2,1
X1502,San Martin 456.,3,2
3058805,Independencia 987.,3,2
054000,Los Andes 987.,1,1
35130-086,Rio Branco 987.,1,2
464221,Pacifico 456.,5,2
29303,Libertad 987.,1,2
82047-686,Bra$il 2024.,3,2
67X0,San Martin 987.,4,1
X9790XHE,Libertad 456.,5,2
2704,Bolivar 1357.,4,2
N2284UUJ,Libertad 987.,5,1
D3200CWS,Los Andes 2468.,0,1
98X64,Independencia 1357.,0,2
Q8800IKX,Libertad 2024.,4,2
029826,Los Andes #999.,4,1
9343,Revolucion 456.,6,1
P0X12ILB,San Martin 1357.,6,1
222263,Bolivar #999.,6,2
9196,Independencia #999.,6,2
15757-699,Das Pedras 123.,2,1
0514780,Pacifico 123.,6,1
67X8,Pacifico 1357.,4,2
Z0029NRB,Bolivar 456.,0,2
700455,Libertad 456.,3,1
4813,Independencia #999.,2,2
2583,AMerica 456.,0,2
18927-944,DO Porto 2024.,5,1
7X350,Libertad 2024.,3,1
2584667,Pacifico 2468.,3,2
0220920,Pacifico 123.,0,1
14618,San Martin #999.,5,2
106027,AMerica 123.,6,2
68029-4X9,Bra$il 2024.,0,2
19471,Los Andes 2468.,6,2
5988,Libertad 123.,4,1
154407,AMerica 2468.,5,1
22090,Del $ol 456.,6,2
0077X6,Pacifico 2468.,0,1
68396,San Martin 456.,2,1
8076,Independencia 123.,3,2
6095,Del $ol 987.,4,2
32890-747,Paulista 2024.,5,2
3X3X00,Libertad 123.,2,2
21651,Bolivar 987.,6,1
80756,Los Andes 456.,6,2
1870694,Del $ol 1357.,3,2
234671,Libertad 2468.,6,2
M0207XTP,Pacifico #999.,0,2
389X7-938,DO Porto 2468.,3,1
12726-392,Das Flores 123.,6,1
61100-916,Oscar Freire 1357.,2,1
61684,AMerica 123.,2,2
F1039VWL,Pacifico #999.,4,1
I9080GYM,Los Andes 987.,5,2
P8334TQL,Del $ol 1357.,1,2
7290,Independencia 1357.,1,2
33408,Revolucion 456.,5,1
093X5-094,Ouvidor 987.,6,1
07736,Libertad 2024.,2,2
0X00,Independencia 123.,0,1
20170-248,Das Flores 123.,2,1
X87X66,AMerica 2024.,4,2
207946,San Martin 2468.,4,2
06094-395,DO Porto 2024.,3,2
79827-907,Oscar Freire 2468.,1,1
E7428YKR,Atlantico 1357.,2,2
40726-827,Rio Branco #999.,6,1
M4528EGA,Libertad #999.,2,1
973022,Libertad 2468.,1,2
6X23151,Atlantico 2024.,3,2
68850-045,Das Flores 1357.,2,1
0287005,Revolucion 1357.,2,1
972452,Los Andes 2024.,1,1
7407710,Del $ol 1357.,5,1
00712-663,Rio Branco 2468.,4,1
26381-026,Bra$il 456.,4,2
7960707,Los Andes #999.,0,1
788495,Atlantico 123.,0,2
5470,Independencia 1357.,5,2
0429404,Independencia #999.,3,1
50X7030,Del $ol 1357.,5,1
H0247MUU,Del $ol 2024.,2,2
18261-130,Rio Branco 2468.,0,1
11191,Los Andes 2468.,1,2
010602,AMerica 123.,0,2
702095,Los Andes #999.,1,2
0040,Bolivar 123.,4,1
64523-660,Vieira Souto 1357.,0,1
53005,Los Andes 2024.,3,1
05300-202,Paulista 2468.,2,1
X8808-826,Das Pedras 987.,3,2
0302X-027,Bra$il 987.,6,1
8357,Revolucion 1357.,3,2
454366,Pacifico 2024.,2,2
705705,Independencia 456.,4,1
002X,AMerica 2024.,5,1
80X4287,San Martin 1357.,1,2
P7444YIF,Pacifico 123.,5,2
65337,Del $ol 2024.,6,2
W4691NFI,Revolucion 123.,0,1
29X163,Revolucion 2024.,5,2
294602,Del $ol 456.,1,1
0631,Del $ol 1357.,1,1
C46X3KAQ,Atlantico 987.,1,1
146017,Pacifico 2468.,0,1
R7013FVE,Pacifico #999.,3,1
G0320GIA,Bolivar 456.,1,1
0X713-4X9,Rio Branco 456.,1,2
93172,Del $ol 456.,1,1
8104032,AMerica 1357.,2,2
8X106,Atlantico 2024.,2,1
30164,Atlantico 2024.,5,1
C9851CHA,Bolivar 2024.,0,1
056092,Revolucion 456.,0,2
67752-014,Ouvidor 987.,5,1
708651X,Del $ol 987.,1,2
F4848LKZ,Del $ol 456.,0,2
7092484,Atlantico #999.,0,2
33518-161,DO Porto #999.,1,1
09544,Del $ol 123.,1,2
22456,Revolucion 2024.,5,2
828072,San Martin 987.,0,1
0X46,Revolucion #999.,5,1
E5014GIP,San Martin 1357.,6,2
2027,Independencia 987.,0,2
006X,Del $ol 2468.,3,1
3200908,Libertad 987.,0,2
L7309BFG,Libertad 1357.,2,1
0795,Independencia #999.,1,2
I8804PTS,AMerica 1357.,6,1
472996,Atlantico #999.,6,2
59684-5X4,Das Flores #999.,6,1
01910-208,Paulista 456.,5,1
X56240,Libertad 1357.,5,2
865307,San Martin 1357.,3,2
9040457,AMerica #999.,2,1
70483,Libertad 1357.,0,2
0770,Independencia 987.,4,1
36091,Bolivar #999.,3,1
907265,Revolucion 2024.,2,2
T0846ISV,Los Andes 1357.,5,2
637468,Pacifico #999.,5,1
5604,Bolivar 2468.,4,2
16729,Revolucion 2468.,3,1
058365,San Martin 2468.,2,1
3674886,Del $ol #999.,1,1
58230-326,Das Pedras 2024.,1,2
7X026,Revolucion 1357.,4,1
06104,Revolucion 1357.,0,1
48604-437,Bra$il 2468.,2,1
6100898,Revolucion 2468.,6,2
X605740,Bolivar 2024.,1,1
76310,Independencia 987.,6,2
86770-896,Bra$il 987.,0,2
8X428,Independencia 123.,1,2
98877-632,Ouvidor 987.,0,2
588194,Pacifico 2024.,0,1
6X54,Libertad 1357.,6,2
5513496,Independencia 2024.,6,1
1751,Atlantico 2024.,0,2
5800,San Martin 1357.,5,1
283020,AMerica #999.,4,1
00X38,San Martin 2024.,2,2
084176,Atlantico 123.,2,2
H0290QTL,Revolucion 987.,5,1
19624,AMerica 123.,6,1
742X0,Bolivar 987.,6,2
73513-37X,Rio Branco 123.,3,1
80572,Revolucion 456.,3,1
6489,Atlantico 456.,0,1
81096-289,Rio Branco 2468.,6,2
00141,Atlantico 987.,0,1
2565075,AMerica #999.,4,2
28365-401,Ouvidor 456.,1,2
O370XNJM,AMerica #999.,6,2
V1149OJX,San Martin 987.,6,2
D7859LVA,Pacifico 456.,1,2
O2640BAM,Pacifico 2024.,4,2
S9669ZTW,Pacifico 1357.,2,1
1092,AMerica 987.,1,1
5704,Los Andes 2468.,2,1
0068,Libertad 2468.,1,2
4698050,Libertad 1357.,4,1
006X88,San Martin 123.,2,1
U0985CCS,Libertad 1357.,0,2
A7605YLY,Atlantico 2024.,4,1
4277704,Independencia 2024.,3,2
0802X,Bolivar 2024.,3,2
051692,Atlantico 456.,6,2
93028X8,AMerica 456.,2,1
689258,San Martin 987.,3,2
S735XOHC,AMerica 987.,6,2
30045X6,San Martin 2468.,6,2
4950030,Pacifico 987.,4,2
H1034FLG,Bolivar 2468.,1,2
001968,San Martin 123.,1,1
76810-330,Bra$il 987.,1,2
3197404,Del $ol 987.,3,2
Y0242EPU,Bolivar 2468.,5,1
0024,Libertad 123.,5,2
136X1,Independencia 2468.,0,1
936030,Bolivar 123.,0,1
X90629,Los Andes 123.,1,2
6300232,Atlantico 123.,4,1
S6622BGL,Revolucion 456.,6,1
80071X0,San Martin 123.,5,2
B1455MQB,AMerica 2468.,0,2
0020X04,San Martin 1357.,0,2
9168083,Atlantico 123.,1,2
4556636,AMerica 987.,3,2
I3317GVM,Independencia 1357.,3,1
92803-620,Ouvidor #999.,5,1
B00X9PUY,Bolivar 987.,1,2
0904004,Revolucion #999.,0,1
01889-280,Rio Branco 456.,4,1
80349,San Martin 987.,0,1
65665-210,Ouvidor 2468.,5,2
2085,San Martin 456.,3,1
3074,Los Andes 1357.,2,1
50156,Pacifico 987.,4,1
7551,Independencia 1357.,6,2
C7061IBG,Libertad 987.,1,1
X0599-360,Rio Branco 456.,1,2
76860,Los Andes 2468.,6,2
089275,Revolucion 2468.,6,1
Q0193LPB,San Martin 987.,0,2
7459,Libertad 1357.,0,2
X1258X,Del $ol 456.,0,1
9171959,Del $ol 2024.,4,2
417753,AMerica 987.,4,2
01709,Revolucion 2024.,6,2
10750,Pacifico #999.,1,1
T8689IIS,Los Andes 1357.,5,2
3480,AMerica 987.,4,1
01900,Revolucion 2024.,1,2
S0503WWL,San Martin 2024.,2,2
C1483TSC,Atlantico 123.,5,1
80008,Libertad #999.,2,1
016108,Independencia 2468.,2,2
03150-790,Paulista 1357.,4,2
04433,Independencia 1357.,4,1
87908-110,Das Pedras 1357.,1,2
9870,Independencia 456.,2,1
58005-780,Vieira Souto 987.,0,1
X326,Atlantico #999.,4,2
7990X,Independencia 1357.,1,1
5408,Bolivar 987.,5,2
7080224,San Martin #999.,0,1
48X909,AMerica 987.,3,1
4086,Independencia 2468.,0,1
K2466JNX,Revolucion 987.,4,1
W6038XVT,Bolivar 2468.,5,2
C0554BLF,Pacifico 1357.,2,1
X315,Atlantico #999.,2,2
C4428JHW,AMerica 987.,2,2
86214-239,Oscar Freire 456.,6,1
5300710,San Martin 2024.,2,1
50252-049,Das Pedras 987.,1,2
Y6400PXD,Bolivar 123.,5,1
08830-5X0,Ouvidor 2468.,5,1
29X57-456,Bra$il 987.,6,1
G2X6XLKA,Libertad 1357.,2,2
102972,Los Andes #999.,0,2
94X1,Bolivar 1357.,0,2
440X0,San Martin 456.,5,2
S5337DYT,Pacifico 456.,1,2
0906155,Del $ol 987.,0,2
607857,Bolivar 2024.,5,2
0X036,AMerica 123.,6,2
00752-036,DO Porto 987.,1,1
3202485,Pacifico #999.,1,2
054584,Revolucion #999.,1,1
47704-674,Das Flores #999.,2,2
9818810,Atlantico 987.,0,1
0058467,Del $ol 987.,2,2
Z0989GUJ,Pacifico 987.,1,1
0X19688,Libertad 2468.,1,2
M6571ENJ,AMerica #999.,5,1
35680-797,Oscar Freire 456.,3,2
88725-607,Bra$il 1357.,4,1
C3068LVX,Bolivar 1357.,6,1
07766,AMerica 456.,4,1
18534-727,Ouvidor 456.,5,1
O9820SFV,San Martin 987.,4,2
7X39910,Atlantico 987.,5,1
6500,San Martin 1357.,1,2
X9583-240,Bra$il 2024.,4,1
S1469MNH,Bolivar 987.,3,1
8046075,Atlantico #999.,0,2
0X3552,AMerica 2024.,4,2
3352174,San Martin #999.,6,1
29794,Libertad 987.,3,2
78600,San Martin 456.,1,2
04502,Libertad 2468.,5,1
54208-815,Das Pedras 123.,0,1
Z3036TDV,Independencia 456.,1,1
66304,Atlantico 456.,6,1
F2981MSA,Independencia 2468.,6,1
500142,Los Andes 123.,5,2
5146X9,Revolucion #999.,6,1
L0057HHU,Los Andes 123.,2,1
9036,Atlantico 2468.,1,1
4909020,Independencia 456.,5,2
2070916,Atlantico #999.,1,1
5008682,AMerica 1357.,2,2
99266X8,San Martin 2468.,2,1
C7X77DKS,Pacifico 1357.,1,2
5147921,Pacifico #999.,2,1
082XX0,AMerica 456.,2,2
D3072AEE,Independencia 456.,5,1
40450,Pacifico 987.,0,2
40332,Los Andes 123.,5,1
010123,AMerica 2024.,6,1
545810,Del $ol 2468.,6,1
762X70,Atlantico 456.,4,2
0173603,AMerica 123.,2,2
162269,AMerica 1357.,5,1
65016-936,Bra$il 2024.,3,2
U5871JOG,Del $ol 123.,1,1
B1218DKB,Revolucion 123.,3,2
9XX807,Del $ol 987.,1,1
K8640MNT,Los Andes 987.,0,1
Q9602HYC,AMerica 2024.,5,2
05861,Atlantico 2468.,1,1
91068-480,Ouvidor 1357.,2,2
O7430BNC,Los Andes 2024.,0,2
0897,AMerica 2024.,0,2
G1665CXG,Libertad 987.,0,2
06023,Revolucion 987.,0,2
8X9209X,Libertad 123.,5,2
968X,Bolivar 2468.,2,2
R2740SJI,Libertad 456.,6,1
8087,Pacifico 2024.,1,2
X042X-038,Vieira Souto 123.,4,1
35523,AMerica 1357.,5,2
74668,San Martin 2468.,6,2
507708,San Martin 2024.,1,1
0232,Del $ol 456.,3,2
37016,Los Andes 1357.,2,1
01385,AMerica 2024.,4,1
040585,Bolivar 2024.,4,1
9980239,Del $ol 456.,2,2
199936,San Martin 987.,6,2
0016080,Bolivar 456.,2,2
2338,Los Andes 456.,1,2
L6006IEJ,Atlantico 2468.,2,2
8302,Atlantico 1357.,0,1
72567,Atlantico #999.,3,2
5034X07,San Martin 2024.,3,1
968X,Del $ol 987.,0,1
9684082,Atlantico 2024.,1,1
A6263YPS,Revolucion 987.,3,1
79996,Libertad #999.,5,2
30492,Los Andes 2468.,3,2
20572-780,Rio Branco 123.,1,2
7832,Bolivar 2024.,1,1
S0976STN,San Martin 2468.,4,2
9060805,AMerica 456.,5,1
8085900,Pacifico 2024.,3,1
397677,Revolucion 2024.,2,2
XXX10ACB,Pacifico 987.,4,2
502920,AMerica 987.,4,1
121772,Bolivar #999.,4,2
3407,Atlantico 2468.,3,1
0847116,AMerica 1357.,4,1
0763769,AMerica 123.,0,2
66800-115,Bra$il 1357.,6,1
3482701,Libertad 456.,5,1
C0895DKW,Libertad #999.,6,1
6508008,Bolivar 456.,2,1
41291-009,Rio Branco #999.,5,1
A0021FFM,Libertad 1357.,1,2
3528,Bolivar #999.,1,1
8X599,Los Andes 2024.,4,2
30029-9X5,Ouvidor 1357.,2,2
48731,Independencia #999.,5,1
3049688,AMerica 2024.,3,1
O3320QOG,Libertad 123.,4,1
2739,Bolivar 123.,2,2
B1078CEL,Atlantico 2468.,0,2
85680-X79,Das Flores 987.,5,2
M0207BID,Independencia #999.,4,1
6X098-106,DO Porto 1357.,6,2
8X00,Atlantico 1357.,0,2
59093,Bolivar 456.,6,1
219291,Pacifico 1357.,5,2
L8204ZBN,AMerica 456.,2,1
B6673ZKR,Revolucion 2468.,3,2
6X8XX0,Atlantico 987.,3,2
20724-056,Bra$il 2024.,4,2
7600250,Del $ol 2024.,3,2
30990,Del $ol 2468.,3,1
25220-874,Ouvidor 2468.,1,2
2821,Del $ol 1357.,3,1
89630,Del $ol 456.,2,1
018048,Revolucion 456.,6,1
T9408TTM,Pacifico 987.,2,2
17980-441,Oscar Freire 123.,1,1
00077,Independencia 2468.,1,1
968700,San Martin 2024.,2,1
50553-392,Paulista #999.,0,1
6308,Libertad 2468.,1,2
6866X6,San Martin 2468.,0,2
08110,Pacifico 456.,6,1
30009-262,Paulista 1357.,0,2
4200,Los Andes 1357.,1,2
42145-443,Rio Branco 1357.,0,1
492608,Atlantico 1357.,3,1
70898-912,Das Flores 456.,6,2
X38900,Bolivar 2024.,0,1
5505,Pacifico 1357.,2,1
453916,Bolivar 123.,1,2
45458-236,Das Pedras 987.,6,1
9742488,Revolucion 1357.,4,1
003377,Bolivar 123.,6,2
9X707-350,Paulista 123.,1,1
Y0004IIJ,Pacifico 987.,0,1
095436,Los Andes 1357.,6,1
99571-953,Paulista 123.,3,1
81349,Revolucion 123.,3,2
196X0,Pacifico 1357.,3,2
0092,Libertad #999.,4,1
28091-114,Rio Branco 2024.,6,2
89278-815,Bra$il 987.,0,1
Y7912NXC,Del $ol 1357.,5,1
6086,Los Andes 123.,3,1
K4067OLL,Independencia 987.,3,2
R2122JOY,San Martin 123.,3,2
3445606,Revolucion 123.,1,2
X3066,Bolivar 456.,0,1
6803,Pacifico 2024.,3,1
6400,Del $ol 2468.,2,1
8X3X,Los Andes 2024.,3,2
0555100,Del $ol 1357.,0,2
75X08-045,Das Pedras 123.,0,1
0425,Independencia 1357.,0,1
6032,Los Andes 123.,4,2
37000X3,Libertad 456.,0,1
048476,Libertad 987.,4,1
7300728,Del $ol 1357.,5,2
80X9,Libertad 123.,0,2
A8691WJT,San Martin 987.,6,1
D2390ZBQ,Pacifico #999.,2,2
81758,Los Andes 2468.,5,1
T0085ELD,Independencia 2468.,2,2
4X0986,Del $ol 456.,2,1
81662,Independencia 987.,3,2
73990-562,DO Porto 2468.,0,2
V6901DVN,Bolivar 456.,2,2
E3029MFE,Los Andes 2024.,6,1
4070,Independencia 2024.,6,1
6002,Libertad 2468.,0,1
6531014,Los Andes 456.,1,1
Q8475IUK,Independencia 2468.,3,2
4612000,Libertad 1357.,1,2
00557-296,DO Porto 123.,4,2
028833,San Martin 1357.,6,1
8821515,Del $ol 2468.,5,1
0242,Los Andes 2468.,2,2
K7371CVE,AMerica 2024.,6,1
508059,Pacifico 2468.,2,2
13XX0-215,Ouvidor 1357.,6,1
59870,Los Andes 456.,0,2
Q3094VSM,Bolivar 2024.,0,2
69824-X65,DO Porto 987.,6,2
H3684OEZ,Los Andes 123.,6,2
80566-400,Rio Branco 123.,2,2
P5324WYY,San Martin 123.,3,1
653X64,San Martin 1357.,0,2
I0600VNC,Pacifico 2468.,2,2
385185,Del $ol #999.,5,2
0069X67,Independencia 123.,3,1
52950-967,Das Flores 2468.,0,2
A8903VAB,Independencia 123.,2,2
64X3608,Revolucion 123.,3,2
03459,San Martin 2468.,1,2
6075841,Atlantico 123.,0,1
0389169,Revolucion 2468.,2,2
59373,Independencia 456.,5,2
195093,San Martin #999.,5,2
K7876RUD,Libertad 456.,3,1
058104,AMerica 456.,2,2
6709360,Atlantico 456.,1,1
F6134KWD,San Martin 2468.,1,2
40047-310,Paulista #999.,1,1
28509,Atlantico #999.,3,2
523261,Del $ol #999.,2,1
07927,Independencia 987.,2,2
1517684,Bolivar 2468.,6,1
J4384HFS,Bolivar 987.,2,2
4109035,Atlantico 1357.,1,1
310109,Revolucion #999.,3,1
6231200,Pacifico 987.,1,2
01002X3,Libertad 123.,0,1
8958,Bolivar 2024.,1,2
94371,Del $ol 456.,0,1
942037,Libertad 987.,3,1
W480XFTD,San Martin 987.,6,2
16953-009,Bra$il 2024.,0,1
X545XX,Bolivar 987.,3,2
8522090,AMerica #999.,4,2
872804,Independencia 2024.,5,1
6754,Revolucion 456.,3,2
X90XXQPI,Del $ol 987.,5,1
2X67,AMerica 2468.,4,2
02384-005,Das Pedras 987.,3,2
1734483,Pacifico #999.,5,2
8617,Revolucion #999.,0,2
Z0687UOS,Los Andes 456.,6,2
716177,Bolivar 987.,2,1
7259037,San Martin 123.,1,1
L5040MZY,Pacifico 2024.,0,1
99228,Los Andes 2024.,3,1
B9944SVM,Independencia 1357.,0,1
4157089,Bolivar 1357.,5,1
4103,Los Andes 2468.,4,1
50640-640,Paulista 987.,2,2
060X,Independencia 2024.,1,2
384843,Del $ol 2024.,2,2
607069,Los Andes #999.,4,2
R604XHCZ,Pacifico #999.,1,2
P7108IQU,Atlantico 2024.,1,1
806909,Revolucion 987.,2,1
6891060,Independencia #999.,6,1
0828,San Martin 2468.,6,2
62101-219,Das Flores 987.,1,1
8107044,Los Andes 2468.,0,2
X2345,Bolivar 123.,0,2
9780,AMerica 987.,5,1
61646-250,Rio Branco 2468.,3,1
9980,Libertad 987.,2,1
X8705YJH,Independencia 123.,0,2
TX860DMC,Atlantico 2024.,1,1
5116,Atlantico #999.,4,1
0229,Revolucion 1357.,0,1
70905-823,DO Porto 2468.,5,2
203197,Independencia #999.,1,1
2050635,AMerica 987.,3,2
092X3,Independencia 456.,5,2
40X90,San Martin 2024.,0,1
4X3716,Independencia #999.,6,1
A5437WVL,Revolucion 987.,4,2
27875,Atlantico 2468.,5,2
025X80,Revolucion 123.,2,2
13938,Los Andes 2468.,6,1
56391-232,Ouvidor 2468.,1,2
8999,AMerica 123.,1,1
442213,Atlantico 2468.,0,2
5294441,Pacifico #999.,5,1
59760,Independencia 123.,5,1
5620050,Los Andes 2024.,3,2
89042,Atlantico 2468.,4,2
J3104RXH,Revolucion 987.,5,1
90085-285,Paulista 456.,6,1
Q9947FFV,Independencia 123.,6,1
Y8070LVW,Los Andes 2468.,6,2
00021,Libertad 123.,1,2
30297,Atlantico 2024.,4,1
68XX04,Bolivar 987.,6,2
N5024YVN,AMerica 987.,2,1
S0820JEA,Atlantico 123.,0,2
D37X2WWL,Pacifico 123.,0,2
2520938,Del $ol #999.,6,2
57811,Revolucion 987.,6,2
X448894,Bolivar 123.,5,1
342X30,Pacifico 987.,1,2
08652-418,Rio Branco 456.,3,2
9228807,AMerica #999.,4,1
00706-94X,Rio Branco 2024.,4,1
56X2477,Revolucion 1357.,2,1
540704,Los Andes 987.,1,2
58X77,Libertad #999.,4,2
29035-401,Vieira Souto 456.,1,2
0684,Revolucion #999.,2,2
10903X6,San Martin 987.,3,1
3203,Los Andes 1357.,3,1
9X250-770,Bra$il #999.,2,1
490647,Bolivar 123.,0,1
P0700RYU,Revolucion 456.,5,2
5074826,Revolucion 987.,3,2
68263-790,Das Pedras 123.,2,2
80908-710,Ouvidor 987.,0,1
40155,Libertad 123.,0,2
61757-78X,Vieira Souto 123.,2,1
34546-000,Rio Branco 2024.,1,1
6035,Independencia 2024.,4,1
08815,Pacifico 2468.,6,2
G4001CHR,Libertad 987.,3,1
5846,Revolucion #999.,4,2
204650,Atlantico 2024.,6,1
4738562,Independencia 123.,4,2
1472480,Del $ol 987.,3,1
4885X,Independencia 2024.,0,2
0401,AMerica 987.,4,2
E6808QDX,Libertad 123.,3,1
4024,Atlantico 2468.,6,2
408012,Pacifico 987.,5,2
03814-553,Rio Branco 123.,1,1
JX443ZWY,Los Andes 1357.,1,1
20322,Revolucion #999.,3,1
T3138BGY,Los Andes #999.,1,1
7446904,Pacifico 2468.,6,1
6616,Del $ol 1357.,1,2
17843-X0X,Oscar Freire 123.,3,1
M3035YHE,Independencia 2468.,4,1
07409-596,Rio Branco 2024.,5,2
8729816,Los Andes 456.,1,2
80932-915,Oscar Freire 987.,2,1
3132804,Los Andes 987.,2,2
X7540,San Martin 987.,3,1
36198,Los Andes 123.,4,2
40713-823,Rio Branco 1357.,2,2
2670241,Atlantico #999.,5,2
7X3706,Libertad #999.,4,2
2318578,Revolucion 123.,1,1
0797X74,Independencia 1357.,4,2
70188,Bolivar 2468.,0,2
8273500,San Martin #999.,4,1
2985880,Libertad 1357.,2,1
791078,AMerica 123.,1,2
530132,Los Andes 1357.,3,2
49988,Bolivar 2468.,3,2
4X22211,Libertad 2024.,5,1
K3654LDA,Los Andes 456.,4,2
12X23-609,Oscar Freire #999.,1,2
9383105,Del $ol 456.,0,2
3336X9,AMerica 123.,4,2
X2067,Libertad #999.,1,2
3068,Libertad 2024.,2,2
1050,Revolucion 456.,0,2
8094X32,Bolivar 2468.,0,2
1364,Los Andes 2468.,2,1
OX066HUS,AMerica 456.,4,1
3X00X,Revolucion 456.,2,1
5X83,San Martin 987.,4,2
03571,Independencia #999.,1,1
Y5070HMK,Revolucion 1357.,6,1
5987,Atlantico 987.,1,1
01001-803,DO Porto 987.,2,1
4199X,Bolivar 987.,5,2
57892,Revolucion #999.,3,2
8649,San Martin 456.,2,1
1126908,Del $ol #999.,2,1
557109,AMerica 987.,1,2
8278970,Del $ol 1357.,3,2
0704052,Atlantico 2468.,6,1
20063,Del $ol 456.,0,2
CX047ZPS,Atlantico 987.,1,2
7058X,Independencia 123.,5,1
X3410-X06,Bra$il 2468.,3,2
Z6040YRX,AMerica 123.,1,2
9388301,Independencia 456.,3,1
1X66876,Atlantico #999.,0,1
1086726,San Martin 2468.,2,2
0284704,Atlantico 987.,2,1
Y4002JXQ,Libertad 456.,0,1
4X70X4,Del $ol 2024.,5,2
7X7X1-927,Das Pedras #999.,4,2
8518791,Pacifico #999.,3,2
J1810KOL,Revolucion 2468.,6,2
2X220-904,Rio Branco #999.,1,2
P9275VCS,Los Andes 123.,4,2
04004,AMerica #999.,1,1
DX144HDL,Libertad 2024.,0,2
7754,Independencia 456.,2,1
9328,Pacifico 2468.,0,1
047494,Libertad 1357.,5,1
02148,Independencia #999.,5,1
7598496,Atlantico #999.,2,2
750X00,Libertad 456.,1,1
344590,Independencia 456.,0,2
02026,Los Andes 2468.,5,1
29X7035,San Martin 2468.,0,1
587775,Independencia 987.,0,2
9334,San Martin 987.,3,2
00500,Los Andes 456.,3,1
4990043,Los Andes #999.,6,1
986640,Los Andes 2468.,2,1
08698-721,Das Pedras 2468.,6,2
